feature,mean_importance
V12,-0.011287860692951467
V21,-0.009121822431472703
V5,-0.005608782907629184
V19,-0.00509609452194173
V7,-0.004604198643286805
V18,-0.004378827509372352
V20,-0.003282749539774743
V17,-0.003145365866110317
V22,-0.002664367421891156
V11,-0.002084584556951663
V16,-0.0008777809431623096
Class,-0.0003454729516568555
V2,-0.00011446848565670465
V24,0.00012801862663303076
V28,0.00046155165772987505
V9,0.0005477929025927475
V6,0.0008127829294750644
V4,0.0014082603268842143
Amount,0.0017519559690885034
V3,0.001833357647766487
V14,0.0018570043128038449
V26,0.002566492978764168
V25,0.00366414081728732
V10,0.005052978460630464
V27,0.005265227276591488
V13,0.006044314785553495
V23,0.007621772537848659
V8,0.010378471354964414
V1,0.011828666086570428
V15,0.012600001218440094
