feature,mean_importance
V8,-0.003266878592173739
V13,-0.002504517420798491
V3,-0.0022937970505276573
V25,-0.0020511635373775096
V16,-0.0014324395921777588
V10,-0.0010794551639620176
V26,-0.0007706906075221953
V2,-0.0006916963447020308
V9,-0.0006360651315632238
Amount,-0.0004810863652115804
V21,-0.00045300287115410673
V18,-0.0004306009039154457
V23,-0.0004014914511251577
V12,-0.0003899128876717173
V28,-0.0002278881227799845
V15,-0.00019423412028571896
V11,-0.0001618833925673968
V14,-9.023649583015381e-05
V20,0.0
V6,0.0
V22,0.0
V4,0.0
Class,0.0
V5,9.13267932833417e-05
V24,0.000125198085294298
V1,0.00013592841815825984
V17,0.0002717013512373745
V19,0.00033139506731318937
V27,0.0006625080298797049
V7,0.0007730224626393723
