feature,mean_importance
V8,-0.003545128615209525
V20,-0.0012558289564798875
V1,-0.000743959775402403
V19,-0.00046965539413581505
V7,-0.0003583088056947403
V14,-0.0003098297209699341
V21,-0.0001941175735094003
V23,0.0
Class,0.0
V5,0.0
V15,3.324822563115504e-05
V27,8.064346012293111e-05
V24,8.880585153387965e-05
V11,9.769468544951199e-05
V18,0.0002997166448179822
V16,0.00043768958561525296
V26,0.00045236289144947597
V17,0.00047394822718345165
V4,0.0005334714982365707
V9,0.0009053450235942285
V6,0.0009370933935797909
V12,0.0010159169405295153
V2,0.0010571484290744725
V28,0.001201831921274077
V3,0.001357951741540231
V22,0.00141017350822652
V13,0.001602023044407308
V25,0.0022974681045242473
V10,0.002642092265310203
Amount,0.0033323619199402852
