feature,mean_importance
V23,-0.00943688054647771
V21,-0.00726586930248172
V14,-0.007002920762009812
V1,-0.006692494662762094
V8,-0.003950849179424209
V3,-0.0033604744832648635
V10,-0.0024184705208721846
V18,-0.002155187278875248
V19,-0.001682199796988204
V17,-0.0007253459463024914
V16,-0.00014705975439646135
Class,-6.86586400689082e-05
V7,0.0006308679195155875
V12,0.0010501235841923861
V4,0.0012230370798967272
V9,0.001464820952458723
V11,0.002153632730704991
V27,0.003043617543728838
V20,0.0031481766694149817
V15,0.0032274241112914214
V26,0.005069314162836691
V24,0.0053996960970700055
V25,0.00791277482762145
V28,0.008095457801021878
V5,0.009092716662566613
V22,0.009107635375722678
V6,0.010931560751702384
Amount,0.01188113836717466
V13,0.015586007322580687
V2,0.017025339116899296
