feature,mean_importance
V25,-0.007623855414855174
V27,-0.004086591926050209
V9,-0.002889147406726211
V28,-0.0024231100492162483
V19,-0.001851553002036499
V20,-0.001670171078627747
V22,-0.0016306387604548612
V26,-0.001077136689356717
V11,-0.0010681137891944026
V8,-0.0006112622225815878
V23,-0.0005315087674349738
V17,-0.0003668385106319727
V5,-0.00021162340400400216
V1,-0.0001519856033046274
V16,-8.223333846026914e-05
V3,4.4408920985006264e-17
V4,8.881784197001253e-17
Class,1.7763568394002506e-16
V12,0.00020416901848652191
V6,0.0002571253871120893
V21,0.0005592275568395255
V2,0.0007648479764293725
Amount,0.0011741166074199284
V10,0.0015395777959471113
V14,0.0022505763081010154
V24,0.00232091268762209
V15,0.002372561861513556
V13,0.0030732307304839556
V7,0.003199812976298588
V18,0.00583637604673497
