feature,mean_importance
V27,-0.017217883039632696
V15,-0.010855221266654969
V23,-0.006169279686333473
V22,-0.006086656130651491
V8,-0.005716192487082971
V1,-0.003102162065687808
V2,-0.0028407928958984253
Amount,-0.0018320684452592718
V6,-0.0015110855615715125
V5,-0.00110551697667578
V9,-0.000978735298590916
V7,-0.000933866938260608
V17,-0.0008662213639444083
V14,-0.000802799935498677
V12,-0.00024503367577857207
V4,-7.050091837546013e-05
V11,-4.770184724749438e-05
V20,0.0
V3,0.0
Class,0.0
V24,0.0006055256657692798
V10,0.0008432725658090501
V19,0.0009490569616479316
V18,0.002123639471182015
V21,0.0028850320739978617
V28,0.006557308495087466
V26,0.006631715995338005
V25,0.007438214365253715
V13,0.009261400416032095
V16,0.010116545927361487
