feature,mean_importance
V1,-0.01185160297537422
V7,-0.0072961072450092425
V19,-0.005392438156306412
V12,-0.004446880454373403
V17,-0.00387206682646033
V21,-0.0034226015160128574
V20,-0.0033495493370241823
V8,-0.003148271203587516
V18,-0.0008163790135865767
V2,-0.00047156180268848047
V24,-0.00029034885746686
V4,-0.0002126542013019872
V22,-1.7763568394002506e-16
V3,-8.881784197001253e-17
Class,-8.881784197001253e-17
V5,0.0008703983108632407
V10,0.0014299086379150339
V26,0.002424667502151401
V14,0.0024481185708281395
V27,0.003167942999914608
V25,0.0035718302909354626
V15,0.004189650805637157
V6,0.007511701035647089
V23,0.008460942916181668
V13,0.012261938459447919
V9,0.012671905437254338
V16,0.016472824765742987
Amount,0.01763699269467276
V28,0.02924123884567491
V11,0.05503296489334684
