name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,1476.2592253255111,0.87
2_DecisionTree,Decision Tree,rmse,1555.8642661796148,4.35
3_Linear,Linear,rmse,1513.1075268005986,4.29
4_Default_Xgboost,Xgboost,rmse,1478.353352640239,4.9
5_Default_NeuralNetwork,Neural Network,rmse,1515.9232909585355,2.05
6_Default_RandomForest,Random Forest,rmse,1479.1353959622943,6.51
Ensemble,Ensemble,rmse,1473.7579018537958,0.31
