name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,4.3913780785534735,2.36
2_DecisionTree,Decision Tree,rmse,4.376449357230282,16.64
3_Linear,Linear,rmse,4.526769456046244,3.63
4_Default_Xgboost,Xgboost,rmse,4.483093883348201,1.53
5_Default_NeuralNetwork,Neural Network,rmse,4.663271129338641,1.26
6_Default_RandomForest,Random Forest,rmse,4.4688683181556055,4.69
Ensemble,Ensemble,rmse,4.3339393907366155,0.27
