feature,mean_importance
V4,-0.012970063556371892
V9,-0.006849795360491462
V8,-0.006245060421449211
V13,-0.006139809981072397
V19,-0.006115778721711563
V25,-0.005426602991488316
V1,-0.0048679050287346644
V21,-0.0038002810375866946
V5,-0.003129918202661708
Amount,0.0
V27,0.0
V26,0.0
V23,0.0
V17,0.0
Class,0.0
V10,0.0
V2,0.0
V28,0.0
V24,0.0008778622666779423
V15,0.0028754759533603735
V3,0.00413652236261759
V6,0.004304969984392781
V18,0.005559056954481489
V16,0.005952995350357359
V22,0.007615921025446703
V12,0.008441410859093557
V11,0.009692818989727714
V14,0.010816101384900745
V20,0.013820697440264106
V7,0.016779780132534627
